#F f1f2_Chantler.dat
#UT Elastic Photon-Atom Scattering, anomalous scattering factors.
#C  This file has been created using extract_Chantler-NIST-FFAST.pl on Mon Jun 28 17:10:31 2021
#C  It is a part of X-ray Server, https://x-server.gmca.aps.anl.gov
#UD 
#UD The scattering values in this file have been obtained from:
#UD https://github.com/usnistgov/FFAST.jl/tree/master/data/mac[NN].csv
#UD and a WWW interface to these data is at:
#UD https://physics.nist.gov/PhysRefData/FFast/html/form.html
#UD 
#UD Reference
#UD   [1] C.T. Chantler, J. Phys. Chem. Ref. Data 29(4), 597-1048 (2000).
#UD   "Detailed Tabulation of Atomic Form Factors, Photoelectric Absorption
#UD   and Scattering Cross Section, and Mass Attenuation Coefficients in the
#UD   Vicinity of Absorption Edges in the Soft X-Ray (Z = 30-36, Z = 60-89,
#UD   E = 0.1 keV-10 keV), Addressing Convergence Issues of Earlier Work."
#UD   
#UD   [2] C.T. Chantler, J. Phys. Chem. Ref. Data 24, 71 (1995). 
#UD   "Theoretical Form Factor, Attenuation and Scattering Tabulation for 
#UD   Z=1-92 from E=1-10 eV to E=0.4-1.0 MeV."
#S 1  H
#UB -0.9999
#UF1ADD 0.0
#L PhotonEnergy[eV]  f1  f2
#UO  H, Z=1, (Energy (eV),f1,f2)
   5730.25840   82.2892         17.726       
   5758.90960   82.3437         17.598       
   5787.70420   82.3967         17.471       
   5816.64270   82.4484         17.345       
   5845.72590   82.4988         17.219       
   5874.95460   82.548          17.095       
   5904.32930   82.596          16.972       
   5933.85100   82.6429         16.85        
   5963.52020   82.6887         16.729       
   5993.33780   82.7336         16.608       
   6023.30450   82.9336         16.486       
   6053.42100   82.9761         16.364       
   6083.68820   83.0172         16.242       
   6114.10660   83.0569         16.121       
   6144.67710   83.0953         16.002       
   6175.40050   83.1324         15.883       
   6206.27750   83.1684         15.765       
   6237.30890   83.2032         15.648       
   6268.49540   83.237          15.533       
   6299.83790   83.3781         15.416       
   6331.33710   83.4095         15.299       
   6362.99380   83.4397         15.184       
   6394.80880   83.4687         15.07        
   6426.78280   83.4966         14.957       
   6458.91670   83.5234         14.844       
   6491.21130   83.5492         14.733       
   6523.66740   83.574          14.622       
   6556.28570   83.5978         14.513       
   6589.06710   83.6208         14.404       
   6622.01250   83.6428         14.296       
   6655.12250   83.6639         14.189       
   6688.39810   83.6842         14.083       
   6721.84010   83.7036         13.978       
   6755.44930   83.7223         13.874       
   6789.22660   83.7402         13.771       
   6823.17270   83.7573         13.668       
   6857.28860   83.7737         13.567       
   6891.57500   83.7895         13.466       
   6926.03290   83.8045         13.366       
   6960.66310   83.8189         13.267       
   6995.46640   83.8326         13.169       
   7030.44370   83.8457         13.072       
   7065.59590   83.8582         12.975       
   7100.92390   83.8701         12.879       
   7136.42850   83.8814         12.785       
   7172.11070   83.8922         12.691       
   7207.97120   83.9025         12.597       
   7244.01110   83.9123         12.505       
   7280.23110   83.9216         12.413       
   7316.63230   83.9304         12.322       
   7353.21550   84.0293         12.231       
   7389.98150   84.0375         12.14        
   7426.93140   84.0449         12.05        
   7464.06610   84.0518         11.96        
   7501.38640   84.0582         11.871       
   7538.89340   84.0639         11.783       
   7576.58780   84.0692         11.696       
   7614.47080   84.0739         11.61        
   7652.54310   84.0782         11.524       
   7690.80580   84.082          11.439       
   7729.25990   84.0853         11.355       
   7767.90620   84.0882         11.271       
   7806.74570   84.0906         11.188       
   7845.77940   84.0927         11.106       
   7885.00830   84.0943         11.024       
   7924.43340   84.0955         10.944       
   7964.05550   84.0964         10.864       
   8003.87580   84.0969         10.784       
   8043.89520   84.0971         10.705       
   8084.11470   84.0969         10.627       
   8124.53520   84.0964         10.55        
   8165.15790   84.0956         10.473       
   8205.98370   84.0945         10.397       
   8247.01360   84.0931         10.322       
   8288.24870   84.0914         10.247       
   8329.68990   84.0895         10.173       
   8371.33840   84.0873         10.099       
   8413.19510   84.0849         10.026       
   8455.26100   84.0823         9.954        
   8497.53730   84.0795         9.8824       
   8540.02500   84.0766         9.8113       
   9030.79400   84.4112         9.0167       
   9653.91900   84.2523         8.0629       
  10320.04000   83.964          7.2189       
  11032.12000   83.5906         6.4723       
  11793.34000   83.12           5.8069       
  12607.08000   82.5053         5.2175       
  13476.97000   81.6146         4.6884       
  14406.88000   79.8741         4.2089       
  14730.58000   78.5098         4.0619       
  14956.04000   75.9168         3.965        
  15016.17000   72.8721         3.9398       
  15106.36000   75.9044         9.8591       
  15331.82000   78.5922         9.6263       
  15400.95000   78.9881         9.5566       
  16463.62000   81.2238         8.5482       
  17548.37000   80.8361         7.6554       
  17599.61000   80.7123         7.6167       
  17816.97000   79.6108         7.4561       
  17888.59000   78.0761         7.4043       
  17996.03000   79.6241         10.358       
  18266.22000   80.9327         10.107       
  18545.80000   81.013          9.8572       
  18620.36000   80.3858         9.7923       
  18732.19000   81.3617         11.222       
  18813.98000   81.8093         11.149       
  19011.78000   82.4782         10.972       
  20112.15000   84.2648         10.061       
  21499.88000   85.3656         9.06         
  22983.38000   86.0511         8.159        
  24569.23000   86.513          7.3481       
  26264.50000   86.8367         6.619        
  28076.76000   87.0718         5.9278       
  30014.05000   87.2035         5.3022       
  32085.02000   87.3281         4.734        
  34298.89000   87.3466         4.2308       
  36665.51000   87.3712         3.7818       
  39195.43000   87.3621         3.3698       
  41899.92000   87.3029         3.0024       
  44791.01000   87.2287         2.6771       
  47881.59000   87.1447         2.3889       
  51185.42000   87.054          2.1333       
  54717.21000   86.9582         1.9065       
  58492.70000   86.858          1.7051       
  62528.70000   86.7531         1.526        
  66843.18000   86.642          1.3656       
  71455.36000   86.5199         1.2215       
  76385.78000   86.381          1.0936       
  81656.40000   86.2161         0.97562      
  87290.69000   85.9879         0.8633       
  93313.74000   85.6091         0.76448      
  99114.26000   84.6796         0.68536      
  99752.39000   84.4086         0.67746      
 100631.30000   83.6723         0.66682      
 101035.90000   82.4676         0.66201      
 101642.70000   83.723          3.0253       
 103159.70000   84.8204         2.9566       
 106635.30000   85.6341         2.8079       
 113993.10000   86.3148         2.529        
 121858.70000   86.6638         2.275        
 130266.90000   86.8793         2.0454       
 139255.30000   87.0218         1.8386       
 148864.00000   87.119          1.6513       
 159135.60000   87.1836         1.482        
 170115.90000   87.2258         1.3301       
 181853.90000   87.2519         1.1938       
 194401.80000   87.2664         1.0716       
 207815.60000   87.2723         0.96198      
 222154.80000   87.2719         0.86395      
 237483.50000   87.2673         0.77605      
 253869.90000   87.2596         0.69718      
 271386.90000   87.2496         0.62639      
 290112.60000   87.2382         0.56285      
 310130.40000   87.2258         0.50581      
 331529.40000   87.213          0.4546       
 354404.90000   87.2            0.40861      
 378858.80000   87.187          0.36731      
 405000.10000   87.1742         0.33021      
 432945.10000   87.1619         0.29688      
#S 88  Ra
#UB -0.9999
#UF1ADD 0.0
#L PhotonEnergy[eV]  f1  f2
#UO  Ra, Z=88, (Energy (eV),f1,f2)
     10.69000   8.67455         -0.9999      
     11.42761   8.4185          -0.9999      
     12.21612   8.09757         -0.9999      
     13.05903   7.68553         -0.9999      
     13.96010   7.13831         -0.9999      
     14.92335   6.37387         -0.9999      
     15.95306   5.21453         -0.9999      
     17.05382   3.15972         -0.9999      
     18.23053   2.46801         -0.9999      
     18.42400   4.82521         -0.9999      
     18.70600   13.4118         -0.9999      
     18.78120   24.1391         -0.9999      
     18.89400   12.2995         21.336       
     19.17600   1.84644         20.138       
     19.48844   2.84485         18.909       
     20.83314   10.5589         14.58        
     22.27063   13.1235         11.391       
     23.80730   14.0976         9.0734       
     25.45001   14.3662         7.3501       
     27.20606   14.2663         6.043        
     29.08327   13.9478         5.0333       
     31.09002   13.4779         4.2398       
     33.23523   12.8811         3.6055       
     35.52846   12.1549         3.0903       
     37.97993   11.2753         2.6654       
